battery_power,talk_time,clock_speed,dual_sim,int_memory,nr_cores,ram,mobile_dep,mobile_wei,screen_height,screen_width,px_height,px_width,touch_screen,three_g,four_g,wifi,bluetooth,primary_cam,front_cam,price_range
880,6,0.5,Yes,44,8,3132,0.5,172,8,7,436,1302,Yes,No,No,Yes,No,15,1,2
612,3,1.9,Yes,16,7,3161,0.3,102,8,4,1360,1891,No,No,No,No,Yes,7,6,3
1157,2,0.8,No,27,8,2885,0.1,88,8,4,1694,1798,No,Yes,No,Yes,Yes,8,7,3
1177,11,0.9,No,11,4,1887,1,181,8,5,945,1923,Yes,Yes,No,Yes,No,7,1,1
1444,10,2.1,No,38,7,3764,0.4,104,14,9,624,917,No,No,No,No,Yes,16,9,3
1310,5,1.1,Yes,7,5,3182,1,194,8,4,117,513,Yes,Yes,No,No,Yes,14,13,2
1522,17,0.7,Yes,28,1,1368,0.2,124,14,5,952,1191,No,Yes,No,Yes,Yes,5,4,1
1882,20,2,No,44,8,3579,0.8,113,19,8,4,743,Yes,Yes,Yes,No,No,19,11,3
1893,18,2.1,Yes,63,2,3822,0.2,134,14,3,637,763,Yes,No,No,Yes,Yes,11,8,3
667,19,0.6,No,3,6,2855,0.7,185,5,0,13,1463,No,Yes,Yes,Yes,Yes,13,6,2
1403,9,2.7,No,26,5,3371,0.1,164,13,9,461,1251,No,Yes,Yes,Yes,No,3,2,3
1276,8,2.9,Yes,53,2,3798,0.3,130,19,10,217,735,Yes,Yes,No,Yes,Yes,3,2,3
1285,2,0.8,Yes,11,5,3966,0.8,199,17,15,1791,1896,Yes,Yes,Yes,Yes,No,7,4,3
1860,4,0.5,Yes,55,6,676,0.7,83,15,0,195,799,No,Yes,Yes,Yes,No,3,2,0
1884,9,1,Yes,24,6,1396,0.5,149,15,8,1168,1179,Yes,Yes,No,Yes,No,4,3,1
1569,15,0.5,Yes,33,1,3538,0.2,147,18,1,519,930,No,Yes,No,Yes,No,13,3,3
1283,17,1.6,Yes,47,5,2698,0.9,93,9,6,372,692,Yes,Yes,No,No,Yes,5,4,2
1496,11,1.3,Yes,6,3,3571,0.5,85,16,1,549,1383,Yes,Yes,Yes,Yes,Yes,9,0,3
1866,3,0.5,No,52,1,373,0.7,185,14,9,356,563,No,Yes,Yes,Yes,No,17,13,0
633,16,2.2,No,49,8,3560,0.1,139,11,1,529,1009,Yes,Yes,Yes,Yes,Yes,1,0,2
1330,11,1.3,Yes,3,5,463,0.3,83,14,6,980,1262,No,No,No,Yes,Yes,17,14,0
591,4,2.1,Yes,16,7,704,0.5,196,14,5,952,1726,Yes,Yes,Yes,Yes,No,20,18,0
1408,3,2.5,No,32,4,3162,0.1,151,19,18,875,982,No,Yes,No,No,Yes,6,3,3
1567,18,0.5,Yes,22,6,2312,0.5,119,9,1,545,1621,No,Yes,No,No,No,6,3,2
1595,9,0.8,Yes,44,4,3881,0.7,85,14,10,1024,1838,No,Yes,Yes,Yes,Yes,20,0,3
501,2,2.3,No,54,4,2346,0.3,131,13,12,504,1089,No,Yes,Yes,Yes,No,19,12,1
1489,14,2.1,Yes,9,3,1663,0.4,169,9,3,923,1759,No,Yes,No,Yes,No,1,0,1
965,15,1.4,No,13,8,2343,0.9,197,17,12,645,1275,No,Yes,No,No,Yes,2,1,2
1236,20,0.9,Yes,57,1,1406,0.1,188,14,12,517,809,No,Yes,Yes,Yes,No,14,2,0
682,18,0.5,No,19,4,2337,1,121,11,1,902,1064,Yes,No,No,Yes,Yes,11,4,1
1644,19,2.8,No,44,8,2360,1,137,7,4,358,791,No,Yes,Yes,No,No,0,0,2
841,11,0.5,No,11,5,957,0.3,81,6,5,125,675,Yes,Yes,Yes,No,No,14,6,0
1980,18,0.5,Yes,29,1,3865,0.8,177,12,10,312,1910,No,Yes,Yes,No,No,13,2,3
1848,3,1.4,Yes,42,2,3902,0.7,179,11,9,154,605,No,Yes,Yes,Yes,Yes,10,2,3
1937,14,1.7,No,58,1,3321,0.6,189,5,4,1728,1767,Yes,Yes,No,No,Yes,19,17,3
999,16,2.9,Yes,64,4,2593,0.2,199,14,11,1397,1616,Yes,Yes,Yes,No,No,19,11,2
1083,19,1,No,52,2,681,0.9,126,19,18,925,1469,Yes,Yes,No,Yes,No,20,6,0
569,10,0.5,Yes,4,3,2351,0.8,170,8,7,351,1159,Yes,Yes,Yes,No,Yes,19,10,1
878,11,1.3,No,31,4,3497,0.5,153,9,7,575,618,Yes,Yes,Yes,No,Yes,18,13,2
1113,12,0.6,Yes,25,1,277,0.3,145,11,2,1047,1312,No,Yes,No,Yes,No,10,0,0
1526,3,2.1,No,23,7,2227,0.2,117,18,10,718,751,Yes,Yes,Yes,No,No,8,1,2
1188,7,1.5,Yes,54,6,485,0.3,198,12,7,1150,1469,Yes,No,No,No,Yes,2,0,0
912,20,2,No,54,8,2330,0.3,161,19,5,329,1053,Yes,No,No,No,Yes,5,1,1
1479,5,1.8,Yes,24,6,3762,0.1,146,12,10,327,645,No,Yes,Yes,No,Yes,0,0,3
502,20,0.8,No,52,6,2666,1,82,5,4,281,1159,Yes,Yes,No,No,No,8,7,2
1100,16,1.6,No,15,8,757,0.1,112,12,2,919,1344,Yes,Yes,No,Yes,Yes,14,12,0
1213,9,0.5,No,16,5,2700,0.5,108,12,3,226,1248,No,No,No,Yes,Yes,0,0,2
790,2,2,Yes,11,6,3169,0.3,87,6,1,347,730,No,Yes,Yes,Yes,No,17,16,2
1373,14,1,Yes,50,7,3800,0.2,127,8,3,105,673,No,Yes,No,No,Yes,12,2,3
1760,16,1.4,Yes,63,8,2053,0.8,127,19,12,1382,1383,Yes,No,No,No,No,19,5,2
676,6,2.2,No,39,1,2064,0.2,84,13,7,864,1011,No,Yes,Yes,No,No,5,1,1
1604,2,1.2,No,6,6,3564,0.5,191,7,2,68,1042,Yes,Yes,No,No,No,15,1,3
1438,9,2.2,No,32,7,869,0.6,176,19,13,683,1663,Yes,Yes,Yes,Yes,No,6,0,0
1067,11,2.4,Yes,40,8,604,0.6,122,16,14,494,1989,No,Yes,Yes,No,Yes,15,3,0
816,14,3,Yes,9,1,3851,0.1,117,10,3,1196,1651,No,Yes,No,Yes,No,3,2,3
860,20,1.3,Yes,49,6,3869,0.7,141,16,14,692,979,Yes,Yes,Yes,Yes,Yes,13,1,3
1521,19,1.6,No,62,1,3555,0.3,143,5,2,678,1630,No,Yes,Yes,No,Yes,9,5,3
564,14,3,Yes,8,2,2227,0.7,130,9,2,853,1737,No,Yes,No,Yes,No,3,1,1
1827,10,1.7,No,39,5,2844,0.5,128,14,9,55,1020,Yes,Yes,Yes,No,No,16,4,2
1382,9,0.5,No,13,2,2073,0.3,199,16,7,612,719,No,Yes,Yes,Yes,Yes,18,7,1
851,14,2.3,Yes,54,2,1005,1,101,12,2,788,1007,No,Yes,Yes,Yes,No,9,7,0
643,18,1,No,18,8,2648,0.2,187,7,5,442,1079,Yes,Yes,Yes,Yes,No,12,9,1
1562,6,0.5,Yes,20,8,3465,0.8,172,16,11,678,1676,Yes,Yes,Yes,No,No,10,1,3
531,19,1.1,No,63,7,2958,0.7,189,17,1,145,1903,Yes,No,No,No,No,14,10,2
1782,16,2.8,Yes,58,1,2405,0.8,157,15,0,867,999,No,Yes,Yes,Yes,Yes,13,6,2
1851,14,1.9,Yes,12,6,735,0.9,198,7,6,293,1967,No,Yes,Yes,Yes,Yes,11,3,0
1910,10,1.7,No,34,2,309,0.6,115,8,4,985,1284,No,No,No,Yes,Yes,0,0,0
601,10,1.4,No,4,4,532,0.1,154,12,8,356,765,Yes,Yes,Yes,Yes,Yes,13,4,0
706,4,0.5,No,31,3,2419,0.1,108,8,7,543,938,No,Yes,Yes,Yes,No,19,13,1
728,12,2.7,Yes,25,4,2039,0.2,88,5,1,526,1529,Yes,Yes,No,Yes,No,1,0,1
1289,11,0.9,No,25,6,1043,1,178,6,2,765,899,Yes,Yes,Yes,No,No,12,10,0
742,6,0.5,No,36,3,292,0.7,139,8,0,1161,1288,Yes,Yes,Yes,Yes,Yes,1,0,0
798,3,0.5,Yes,2,2,3593,0.8,148,14,9,497,627,Yes,No,No,No,Yes,15,7,2
1911,11,2,No,64,8,3872,0.6,163,9,8,1795,1958,Yes,Yes,Yes,No,Yes,8,7,3
1119,7,0.5,Yes,23,4,3520,0.4,164,7,4,821,915,No,Yes,Yes,No,No,1,0,3
1523,10,2.4,No,57,2,3971,0.2,117,18,12,247,539,Yes,Yes,Yes,Yes,Yes,6,5,3
832,14,0.5,Yes,5,5,3946,0.1,165,12,5,9,1944,Yes,Yes,Yes,Yes,Yes,2,1,3
1895,6,0.5,No,5,1,774,0.7,134,15,4,725,1335,Yes,Yes,Yes,No,No,11,2,1
1504,13,1.9,Yes,25,4,1788,0.3,152,13,11,395,1853,No,Yes,Yes,Yes,No,9,7,1
1512,7,0.5,No,52,1,3002,0.1,131,6,5,333,952,No,No,No,Yes,Yes,14,1,2
1044,15,2.8,Yes,33,4,1816,0.6,129,17,16,42,1262,No,Yes,No,Yes,Yes,13,7,1
635,8,0.5,No,16,7,2452,1,110,19,17,599,1299,No,Yes,No,No,Yes,17,9,2
659,14,1.4,Yes,3,8,967,0.1,85,10,1,190,657,No,Yes,Yes,Yes,No,6,2,0
932,9,1.3,No,64,7,3817,0.7,154,8,7,1176,1224,Yes,Yes,No,Yes,No,2,1,3
514,5,1.6,No,37,1,3392,0.1,172,12,8,956,1723,Yes,Yes,Yes,Yes,Yes,9,7,3
1793,19,0.7,Yes,27,5,1370,0.4,154,16,3,586,722,No,Yes,No,Yes,No,13,11,1
856,10,1.1,Yes,19,6,650,0.7,125,17,0,1057,1931,No,Yes,Yes,Yes,Yes,19,14,0
1661,9,1.4,No,29,2,591,0.3,119,9,2,536,861,Yes,Yes,No,Yes,Yes,0,0,0
538,17,1.1,Yes,25,7,2215,0.3,163,9,3,455,537,Yes,Yes,Yes,Yes,No,7,0,1
890,3,2.2,Yes,44,8,751,0.5,198,7,3,1074,1873,No,No,No,No,Yes,13,4,0
557,3,1.6,No,24,3,1305,0.5,125,12,8,1131,1315,No,Yes,No,Yes,Yes,0,0,0
598,19,0.8,Yes,62,8,3066,0.1,117,11,2,118,764,Yes,Yes,Yes,No,Yes,9,8,2
601,12,2.1,No,26,4,918,0.3,101,9,1,509,548,No,No,No,No,No,18,4,0
1117,16,0.5,No,12,7,2895,0.6,144,7,6,798,817,Yes,Yes,No,No,No,8,1,2
914,5,0.7,No,60,5,3736,0.9,198,14,8,740,840,No,Yes,Yes,No,Yes,4,1,3
1438,15,1.8,No,16,8,2246,0.6,169,14,11,859,867,No,No,No,No,Yes,7,3,2
1868,7,2,Yes,42,1,3131,0.2,169,8,3,347,660,Yes,Yes,Yes,Yes,No,4,0,3
571,8,1.6,Yes,35,7,2598,0.2,186,13,5,177,1282,Yes,Yes,No,No,No,20,8,1
1801,9,0.5,Yes,52,6,258,0.9,120,14,8,100,1708,No,Yes,No,No,No,10,6,0
917,13,0.5,No,31,6,3424,0.5,88,19,2,423,909,Yes,Yes,Yes,No,Yes,2,1,3
1201,3,0.5,No,10,6,726,0.4,198,11,4,1151,1723,Yes,Yes,Yes,No,Yes,5,1,0
1412,18,0.6,No,57,3,1853,0.2,86,15,10,2,660,No,No,No,Yes,No,10,9,1
837,20,2.4,Yes,51,5,594,0.2,104,16,6,638,1831,No,Yes,No,Yes,No,15,1,0
1027,14,0.8,No,18,7,1234,1,146,7,4,338,534,No,Yes,No,Yes,Yes,11,7,0
1272,4,2.5,Yes,22,6,2235,0.9,133,19,4,605,669,No,Yes,No,No,Yes,8,0,1
1135,9,2,Yes,46,1,3029,0.3,83,19,17,293,1846,Yes,Yes,No,Yes,Yes,4,0,3
1035,5,2.7,No,40,5,3548,0.2,157,14,4,757,1912,Yes,No,No,Yes,Yes,15,1,3
1472,7,2.8,Yes,36,6,985,0.5,130,12,11,1452,1744,Yes,Yes,No,No,No,10,1,1
1375,12,2.9,No,20,6,3847,0.4,147,8,0,596,679,No,Yes,No,Yes,No,7,2,3
1220,15,2.9,No,62,4,2589,0.5,125,19,11,403,1933,Yes,Yes,No,Yes,No,8,3,2
600,5,2.5,Yes,22,1,3441,0.1,145,19,1,207,1162,No,Yes,Yes,No,No,11,8,2
519,4,1.6,Yes,51,4,3763,0.3,132,16,1,550,645,No,Yes,Yes,Yes,Yes,19,7,3
713,9,0.9,Yes,42,1,928,0.1,94,12,10,1048,1123,No,No,No,Yes,No,14,0,0
1730,12,2,Yes,20,4,1595,0.1,143,14,0,418,1023,Yes,Yes,Yes,No,No,10,0,1
586,3,2.8,No,15,3,2592,0.2,83,12,8,241,854,No,No,No,No,No,11,2,1
1177,19,0.9,No,29,2,311,0.4,191,18,5,178,882,No,Yes,Yes,No,No,8,1,0
1948,10,2.9,Yes,5,1,361,0.2,136,6,1,651,700,Yes,No,No,No,No,13,4,0
877,6,1.3,Yes,46,1,3260,0.8,135,14,12,457,652,No,Yes,Yes,No,No,14,9,2
1130,16,2.5,No,58,5,1018,0.1,132,17,1,88,1261,No,Yes,Yes,No,Yes,14,4,0
1310,5,2.3,Yes,15,5,2518,0.2,150,18,17,954,970,Yes,No,No,Yes,No,11,3,2
951,16,0.5,No,15,2,1083,0.6,81,16,11,854,935,Yes,Yes,Yes,No,No,17,6,0
1547,3,2.9,Yes,45,2,505,0.7,166,12,2,583,590,Yes,No,No,Yes,No,8,6,0
1193,14,3,No,56,3,2394,0.4,196,19,11,674,864,Yes,Yes,No,No,Yes,17,10,2
523,9,2.6,Yes,14,8,1427,0.1,155,9,1,304,1042,Yes,No,No,No,No,2,1,0
1986,15,2.7,Yes,64,4,1377,0.2,162,5,3,236,1520,Yes,Yes,Yes,Yes,No,20,3,1
930,17,1.3,Yes,14,6,2457,0.4,97,11,7,77,1025,Yes,Yes,Yes,No,Yes,10,1,1
775,11,1,No,46,2,568,0.7,159,17,15,862,1864,Yes,Yes,No,Yes,No,16,3,0
1004,13,1.6,Yes,30,8,1012,1,160,7,4,62,581,Yes,Yes,Yes,Yes,No,1,0,0
1773,13,2.5,No,32,6,3566,0.6,170,17,6,1215,1472,No,Yes,Yes,Yes,Yes,18,16,3
1002,19,2.7,Yes,11,6,961,0.4,185,10,7,285,512,No,Yes,Yes,Yes,No,18,16,0
1446,16,2.8,Yes,18,8,3340,0.3,178,8,0,351,1769,Yes,Yes,Yes,Yes,Yes,1,0,3
726,8,2.9,No,43,8,1446,0.1,101,17,2,666,760,Yes,Yes,No,No,No,0,0,0
1749,4,0.5,Yes,49,1,2195,0.8,178,5,4,470,775,No,Yes,Yes,Yes,Yes,8,7,2
1395,16,2.8,No,55,3,3373,0.6,118,11,2,782,1787,Yes,Yes,Yes,No,Yes,1,0,3
1661,11,1.9,Yes,23,5,2676,1,172,12,6,846,1634,Yes,No,No,Yes,No,10,5,3
1681,16,2.5,No,11,2,1122,0.4,158,12,6,195,1205,Yes,No,No,Yes,Yes,13,2,0
1132,6,1,No,8,1,1950,0.1,157,11,2,1091,1293,Yes,No,No,Yes,No,4,0,1
814,12,1.1,Yes,41,2,1944,0.8,177,16,6,1092,1406,No,Yes,No,No,Yes,10,2,1
1397,11,2.9,Yes,9,6,3137,0.5,87,12,1,1308,1991,Yes,Yes,No,Yes,No,18,13,3
1983,3,0.5,Yes,43,6,2775,1,87,9,4,349,676,Yes,No,No,Yes,Yes,10,3,2
1138,18,1.1,No,48,3,2048,0.6,109,6,0,233,1777,Yes,Yes,Yes,Yes,No,14,5,2
507,5,0.5,Yes,32,7,1702,0.5,141,17,0,936,1398,Yes,Yes,No,Yes,Yes,11,1,1
1956,19,2.2,No,37,3,1109,0.5,87,13,1,185,776,Yes,Yes,Yes,No,No,2,0,1
818,7,1.3,No,43,6,546,0.9,177,12,6,111,510,Yes,Yes,No,Yes,No,15,14,0
1832,18,0.7,No,2,7,2978,0.6,90,18,7,186,654,No,No,No,No,No,6,2,2
660,18,0.5,No,40,2,588,0.5,111,6,5,262,1178,Yes,Yes,Yes,Yes,No,10,5,0
603,9,2.5,Yes,35,3,3703,0.7,126,13,1,692,1057,No,No,No,Yes,Yes,16,3,3
869,8,1,No,57,1,2727,0.6,118,13,3,1243,1584,No,Yes,Yes,No,Yes,15,7,2
1328,5,0.5,No,27,3,2674,0.3,144,7,2,602,1156,No,Yes,Yes,Yes,Yes,18,5,2
550,8,0.5,No,23,2,302,0.1,145,18,5,486,1930,No,Yes,Yes,No,Yes,17,16,0
645,13,2.5,No,63,4,3615,1,174,18,8,278,584,No,Yes,Yes,Yes,No,14,10,2
1569,17,2.8,Yes,44,4,1260,0.3,110,9,2,45,1942,No,Yes,No,No,No,20,17,1
1379,17,1.1,No,36,2,3426,0.8,200,5,4,538,1376,Yes,Yes,Yes,Yes,No,7,5,3
816,15,0.5,No,14,3,1018,0.9,198,17,10,149,558,No,Yes,No,No,Yes,13,4,0
1689,17,2.4,Yes,13,2,1172,0.9,168,12,11,521,674,Yes,Yes,Yes,Yes,Yes,9,0,0
1778,14,0.5,No,15,3,1214,0.5,102,5,0,1445,1954,No,Yes,No,No,No,0,0,1
1880,3,0.5,No,7,4,2968,0.6,104,9,0,890,1019,Yes,Yes,Yes,No,No,1,0,3
1337,20,2.7,Yes,5,4,3242,0.7,200,10,1,161,1029,Yes,No,No,No,Yes,1,0,2
1880,15,2,No,35,4,1930,0.1,200,17,7,930,1983,Yes,No,No,No,Yes,14,11,2
957,7,2.5,No,7,5,1846,0.8,107,12,5,1201,1485,No,Yes,No,Yes,Yes,10,4,1
894,6,2.1,Yes,16,8,3377,0.7,168,5,1,286,1300,Yes,Yes,No,Yes,No,20,16,2
1333,5,1.4,No,59,7,3442,0.7,183,18,16,394,1301,Yes,Yes,Yes,No,No,5,3,3
1077,3,1.7,Yes,58,7,3902,0.8,86,9,3,135,1892,No,Yes,No,No,Yes,13,1,3
853,8,2,No,3,2,3701,0.6,200,15,8,674,740,Yes,Yes,Yes,No,Yes,16,10,3
1897,2,1.9,No,54,2,412,0.3,154,17,11,630,738,No,Yes,Yes,No,Yes,7,2,0
1864,10,2.2,No,7,1,2258,0.1,142,10,1,225,1545,No,Yes,Yes,No,No,2,0,2
1310,19,1.4,No,33,1,1301,0.4,105,13,12,806,1016,No,No,No,Yes,No,14,0,1
1929,6,0.5,Yes,19,6,1913,1,163,12,7,349,1051,Yes,Yes,Yes,No,Yes,2,0,1
1036,2,2.4,No,39,7,2101,0.2,119,10,7,373,926,Yes,No,No,No,Yes,3,0,1
1906,4,1.9,Yes,55,3,1871,0.2,113,13,5,3,629,No,Yes,No,Yes,Yes,4,3,1
983,6,0.6,Yes,45,4,2052,0.1,130,5,3,948,1205,No,Yes,Yes,Yes,No,11,0,1
1839,18,1.2,No,54,7,927,0.5,200,19,10,475,1493,No,Yes,Yes,Yes,Yes,11,9,1
767,15,1.5,No,28,4,527,0.7,175,10,0,344,1517,Yes,No,No,No,No,10,4,0
1561,3,1.6,Yes,27,3,1205,0.8,174,12,7,662,874,Yes,Yes,Yes,No,Yes,10,1,1
1878,3,1.5,Yes,56,5,2711,0.3,139,8,2,183,559,Yes,Yes,Yes,Yes,No,13,5,2
1595,16,2.6,No,12,8,3608,0.3,121,15,1,344,655,Yes,No,No,No,Yes,19,7,3
534,18,0.5,Yes,2,5,2466,0.2,85,5,3,911,1220,Yes,No,No,Yes,No,16,4,2
732,15,2.3,Yes,39,7,3681,0.6,188,19,3,1163,1554,Yes,Yes,Yes,Yes,Yes,11,7,3
772,18,2.6,Yes,6,2,929,0.1,100,13,6,741,1471,Yes,No,No,Yes,No,10,7,0
546,3,2.6,Yes,26,5,1550,1,159,7,2,416,1658,Yes,No,No,No,Yes,15,5,1
775,18,2.5,Yes,10,7,1719,0.1,185,19,3,444,1555,Yes,Yes,Yes,Yes,Yes,14,1,1
1678,10,2.1,No,64,3,278,0.9,134,19,0,436,536,Yes,Yes,Yes,No,No,11,3,0
1831,10,2.2,Yes,55,8,1133,1,189,14,3,1693,1790,Yes,No,No,No,Yes,9,4,1
833,19,0.6,Yes,27,4,586,0.3,145,19,8,649,1290,No,Yes,Yes,Yes,Yes,2,0,0
1117,2,0.5,Yes,21,2,1999,0.1,177,15,9,495,1035,No,Yes,No,Yes,Yes,19,2,1
1254,2,1.7,No,45,3,606,0.4,146,7,2,1571,1956,Yes,Yes,Yes,Yes,No,3,0,1
1467,5,0.5,No,18,5,3962,0.6,122,15,11,888,1099,Yes,Yes,No,Yes,Yes,0,0,3
1957,7,0.9,Yes,31,3,3801,0.6,181,12,0,396,1732,No,Yes,No,Yes,No,16,11,3
694,5,1.8,Yes,36,4,3676,0.4,193,12,8,983,1230,No,Yes,No,Yes,Yes,20,15,3
1715,4,2.6,Yes,15,6,1249,0.6,120,16,2,114,1849,Yes,Yes,Yes,No,No,20,9,1
674,4,2.8,Yes,8,3,589,0.2,93,18,6,750,772,Yes,Yes,Yes,No,Yes,0,0,0
772,15,1.2,Yes,8,7,422,0.6,134,7,6,552,1802,No,Yes,Yes,No,Yes,8,7,0
1076,14,2.5,No,14,5,2043,0.2,105,7,5,545,1300,No,No,No,No,No,4,3,1
623,19,2,No,6,3,3657,0.1,127,17,3,144,672,Yes,Yes,No,No,No,4,2,2
967,18,1.6,No,25,8,3076,0.6,92,7,4,243,1642,Yes,No,No,Yes,Yes,9,4,2
1421,14,2.8,No,57,1,2775,0.4,165,13,8,781,1657,No,Yes,Yes,Yes,No,2,0,3
642,2,0.5,No,38,5,435,0.8,86,9,2,887,1775,Yes,Yes,Yes,No,Yes,10,0,0
737,10,2.4,Yes,49,4,2951,0.6,193,7,0,781,1463,Yes,No,No,No,Yes,16,7,2
1280,2,1.3,No,39,7,2335,1,108,6,4,356,588,No,Yes,Yes,Yes,Yes,1,0,1
1020,9,0.7,Yes,27,4,3204,0.7,128,18,1,919,1482,No,Yes,Yes,Yes,Yes,4,3,3
1191,9,1.3,Yes,26,1,1604,0.8,84,14,3,681,683,No,Yes,Yes,Yes,No,20,16,1
1444,10,2.1,Yes,6,1,712,0.9,103,17,5,1274,1340,No,No,No,No,Yes,1,0,0
926,2,0.8,No,59,7,256,0.8,161,18,7,84,793,No,Yes,Yes,Yes,Yes,14,6,0
1472,8,2.3,No,61,6,2677,0.1,168,19,15,710,1052,No,Yes,No,No,Yes,19,6,2
832,12,1.6,Yes,34,5,447,0.3,108,15,13,311,1294,Yes,Yes,Yes,No,No,5,1,0
1779,20,2.6,Yes,5,1,1246,0.8,90,12,2,1225,1717,Yes,No,No,No,Yes,3,2,1
1137,17,2.2,No,3,5,316,0.9,173,15,14,1250,1285,No,Yes,Yes,No,No,7,6,0
1009,15,1,Yes,2,8,1716,0.6,102,7,5,912,1043,No,No,No,No,Yes,14,2,1
930,6,0.5,Yes,34,4,2131,0.5,190,7,2,1050,1726,No,Yes,Yes,Yes,Yes,16,3,2
1269,16,2.8,Yes,41,8,2341,1,180,10,9,406,1036,No,No,No,Yes,Yes,17,16,2
1271,6,0.5,Yes,54,8,990,0.1,159,14,11,613,650,Yes,No,No,Yes,No,3,2,0
911,11,1.4,Yes,14,4,2933,0.7,199,16,3,1563,1692,Yes,No,No,No,No,4,3,3
1889,3,2.8,No,31,1,3672,1,132,5,1,170,1106,Yes,Yes,Yes,Yes,No,10,5,3
536,4,2.4,Yes,3,7,284,0.3,182,12,9,1386,1539,Yes,Yes,Yes,No,No,14,12,0
584,17,1.7,Yes,19,4,3996,0.4,199,12,9,919,1343,Yes,Yes,Yes,Yes,Yes,4,1,3
1053,5,0.8,Yes,45,1,3086,0.3,103,17,6,594,1767,Yes,Yes,Yes,Yes,Yes,12,7,3
839,11,2,Yes,14,7,3835,0.4,175,15,8,564,1391,No,Yes,No,No,No,3,0,3
1522,16,2.2,No,21,6,3767,0.7,162,15,9,533,1696,No,No,No,Yes,No,11,4,3
994,11,1.2,Yes,40,2,3104,0.9,164,17,7,296,839,No,No,No,No,No,17,4,2
708,7,2.7,Yes,63,8,2169,1,195,6,5,78,654,Yes,Yes,Yes,Yes,Yes,7,0,1
1583,9,1.6,No,42,3,3652,0.8,118,14,10,275,862,No,Yes,Yes,No,Yes,10,5,3
721,5,2.7,Yes,15,5,3606,0.2,102,10,0,655,1255,Yes,Yes,Yes,Yes,Yes,18,1,3
972,13,0.5,Yes,13,5,1615,0.4,193,11,6,1392,1795,Yes,No,No,No,Yes,8,5,1
1095,10,0.5,No,45,1,560,0.5,197,9,1,179,1247,Yes,Yes,No,No,Yes,5,4,0
617,7,2.3,No,32,7,2213,0.5,199,18,13,768,874,No,No,No,No,Yes,20,0,1
1359,4,0.5,Yes,58,6,1076,0.5,107,16,8,446,901,Yes,Yes,Yes,Yes,Yes,3,1,0
1362,18,0.5,No,25,7,995,0.8,131,7,6,553,1505,Yes,No,No,Yes,No,9,3,0
1831,18,2.3,No,44,7,2460,0.2,148,10,5,437,1113,No,Yes,Yes,No,Yes,14,3,2
1650,2,2.3,No,38,1,324,0.7,89,14,10,773,881,Yes,Yes,Yes,Yes,No,1,0,0
1062,16,2.5,Yes,10,1,3803,0.9,160,7,3,1596,1807,No,No,No,Yes,Yes,13,6,3
578,5,0.5,No,62,5,2977,0.3,170,15,12,626,1134,Yes,Yes,Yes,Yes,Yes,13,9,2
1872,19,1.9,No,35,3,2419,0.6,111,15,5,1546,1879,No,No,No,No,Yes,14,5,3
1778,9,1.4,Yes,45,4,1624,1,132,15,13,88,516,Yes,Yes,Yes,No,No,17,3,1
1410,18,0.5,Yes,15,3,2304,0.3,92,18,4,192,1311,Yes,Yes,Yes,No,Yes,1,0,2
1201,14,0.5,No,10,7,495,1,99,15,6,306,558,Yes,Yes,No,Yes,Yes,7,2,0
1456,16,1.6,Yes,49,3,3624,0.2,193,12,11,1285,1427,Yes,Yes,No,No,No,20,5,3
1996,16,2.8,Yes,7,5,1258,0.1,138,17,14,937,1083,No,Yes,Yes,No,Yes,4,0,1
1790,18,2.3,Yes,49,3,3568,0.5,100,6,2,396,1980,No,Yes,Yes,Yes,Yes,11,3,3
688,4,2.5,Yes,57,7,3745,0.8,131,17,1,426,1964,Yes,No,No,No,No,3,0,3
668,8,0.5,Yes,3,5,2746,0.1,155,9,5,666,1203,Yes,Yes,No,Yes,No,13,0,2
1358,11,2.5,Yes,20,7,3406,0.6,135,5,1,1485,1655,No,No,No,Yes,No,0,0,3
1998,18,1.2,No,31,8,2311,0.6,196,17,9,50,1356,Yes,Yes,No,No,Yes,19,8,2
1806,6,2,Yes,54,1,3142,0.1,117,13,0,347,727,No,Yes,Yes,Yes,Yes,11,2,3
1352,14,2.4,No,6,6,1309,0.9,92,12,1,629,1299,No,Yes,Yes,No,No,9,5,1
1308,9,1.3,Yes,46,1,488,0.9,199,5,3,275,989,Yes,No,No,No,No,12,8,0
1565,7,0.5,No,38,5,308,0.1,121,19,17,781,1364,Yes,Yes,No,Yes,Yes,1,0,0
1189,13,2.3,No,8,3,893,0.5,198,9,6,379,932,Yes,Yes,No,No,Yes,14,13,0
793,14,1,Yes,30,2,2332,0.9,133,17,13,1858,1935,Yes,Yes,Yes,Yes,No,15,5,2
1572,10,0.6,No,58,7,2462,0.2,157,12,8,1109,1937,No,Yes,Yes,No,No,8,0,3
1807,17,2.9,No,16,3,2921,0.2,125,8,5,1221,1415,Yes,No,No,No,Yes,0,0,3
1339,3,0.5,Yes,21,4,867,0.5,80,8,3,833,1441,Yes,Yes,Yes,No,Yes,11,10,0
534,20,0.5,Yes,16,5,3926,1,189,16,12,393,1199,No,Yes,Yes,No,No,1,0,3
1396,15,2.4,Yes,46,7,2389,0.1,138,7,3,1191,1347,No,No,No,Yes,No,1,0,2
1973,5,1.6,Yes,39,4,1993,0.8,152,9,0,792,1181,No,Yes,Yes,No,No,6,5,2
